,encoding,probabilities
370,"[[ -9.740195  -17.188992   -3.0321932 -21.371683  -14.740824  -20.845499
  -16.334745  -24.595055   -9.698334  -20.498526  -12.595354  -11.217587
  -11.725024   -6.5091667 -18.76034   -12.898122   39.04906   -20.122995
   -9.226402  -14.485989   -7.5236716  -4.675063   -8.8878975 -17.864748
  -11.4084635  -6.2560687  -3.0535057 -13.722846   -6.4969454  46.557926
  -13.489919  -20.451603   -5.010555  -20.112488  -10.513321  -19.235308
  -20.664476  -21.517824  -12.922451   -5.770852  -21.14291    30.818844
  -22.33466   -16.902079  -21.603529  -11.847698  -15.768421  -12.880492
  -20.713203   -7.9086304  -9.415378  -19.665607   -4.1612005 -19.51732
  -13.222692  -11.838437   -3.9361675  -0.5139661 -14.844052  -23.220757
   -4.7682734 -23.529196  -13.286249  -19.158966 ]]",[[1.]]
371,"[[-11.342015   -19.901983    -3.5507588  -24.735044   -17.149788
  -24.167583   -18.850386   -28.435867   -11.374379   -23.732199
  -14.637045   -13.088986   -13.608802    -7.5987544  -21.734266
  -14.927941    45.01335    -23.30336    -10.718593   -16.712687
   -8.738837    -5.3949323  -10.147436   -20.722584   -13.2440605
   -7.245533    -3.5857134  -15.912423    -7.6372094   53.702633
  -15.632082   -23.674421    -5.7754188  -23.334091   -12.194284
  -22.182283   -23.904778   -25.015665   -15.055505    -6.771188
  -24.52432     35.502632   -25.85951    -19.529533   -25.00155
  -13.797875   -18.209757   -14.802599   -23.963827    -9.211899
  -10.924993   -22.775234    -4.751465   -22.54876    -15.348368
  -13.760892    -4.5026736   -0.59368837 -17.079952   -26.924734
   -5.46623    -27.245775   -15.414458   -22.205637  ]]",[[1.]]
372,"[[ -7.1769414  -7.9848146  -2.628663  -16.873297  -11.132681  -16.487858
  -12.16529   -18.353056   -4.5162354 -16.081795   -5.4404974  -7.6530113
   -4.7795577  -4.173954  -15.10988    -5.927357   24.480244  -16.21439
   -6.284923  -10.28411    -4.5629015  -3.287432   -8.110456  -14.034672
   -9.063696   -1.9064854  -2.8577979  -6.046017   -4.079954   29.504154
   -7.4434366 -15.981334   -2.158096  -15.740514   -4.3585343 -13.858794
  -16.455402  -10.779257  -10.496118   -4.1124334 -16.592491   16.888157
  -17.363262  -14.192536  -16.944956   -8.768287  -12.750237  -11.257366
  -16.290981   -5.0934763  -7.643713  -15.596338   -2.6177979 -12.111676
  -10.326435   -7.9377213  -2.9794395  -0.448888  -12.113059  -18.172619
   -3.773323  -18.100142   -9.6667595 -15.450843 ]]",[[0.9999976]]
373,"[[-11.874358  -20.981436   -3.7207043 -25.989634  -17.997568  -25.365414
  -19.82297   -29.913172  -11.947284  -24.898073  -15.456575  -13.689428
  -14.306064   -7.935077  -22.818504  -15.738576   47.396202  -24.481432
  -11.190559  -17.532997   -9.114509   -5.641854  -10.717796  -21.752098
  -13.867019   -7.5447135  -3.7307808 -16.780823   -7.959925   56.536762
  -16.495846  -24.835953   -5.9260116 -24.483217  -12.86099   -23.33199
  -25.098764  -26.42136   -15.752916   -7.094411  -25.750433   37.31973
  -27.162441  -20.4822    -26.271269  -14.451593  -19.109993  -15.562104
  -25.149446   -9.608871  -11.482258  -23.912296   -4.872065  -23.682644
  -16.078903  -14.39714    -4.663544   -0.6107549 -17.96241   -28.312967
   -5.666714  -28.624298  -16.151188  -23.301514 ]]",[[1.]]
374,"[[ -9.723146  -16.811405   -3.0249488 -21.093302  -14.60734   -20.629608
  -16.053263  -24.289175   -9.562106  -20.27757   -12.294173  -11.195471
  -11.547134   -6.541627  -18.560493  -12.62345    38.30345   -19.873074
   -9.233595  -14.332049   -7.5513673  -4.660482   -8.671816  -17.689627
  -11.354794   -6.2832274  -3.0808969 -13.440211   -6.5525293  45.69356
  -13.1866    -20.238722   -5.176918  -19.914526  -10.27907   -18.907066
  -20.41428   -21.012745  -12.874914   -5.742151  -20.91095    30.326347
  -22.071493  -16.763237  -21.324028  -11.786379  -15.614646  -12.668117
  -20.496881   -7.9243283  -9.307009  -19.452932   -4.3008    -19.291157
  -13.147574  -11.80496    -3.9871387  -0.5266132 -14.610921  -22.893614
   -4.808901  -23.233034  -13.191357  -18.964699 ]]",[[1.]]
375,"[[-10.0697975  -17.636255    -3.1350513  -21.982368   -15.198319
  -21.463194   -16.775774   -25.289307    -9.991215   -21.103765
  -12.921555   -11.600492   -12.056512    -6.748548   -19.316227
  -13.237054    40.06015    -20.708698    -9.5401125  -14.898051
   -7.7902155   -4.8143015   -9.072526   -18.402527   -11.772206
   -6.4677033   -3.1753612  -14.087007    -6.7497497   47.779728
  -13.837056   -21.057276    -5.2182875  -20.72533    -10.788417
  -19.747934   -21.26589    -22.078444   -13.34921     -5.9656024
  -21.775763    31.647547   -22.987974   -17.407242   -22.218967
  -12.231194   -16.219717   -13.2147045  -21.319057    -8.189592
   -9.687985   -20.244066    -4.318146   -20.07652    -13.652951
  -12.229989    -4.0760674   -0.53694737 -15.242477   -23.88742
   -4.92961    -24.209501   -13.703992   -19.726227  ]]",[[1.]]
376,"[[-10.919879  -18.920815   -3.4141471 -23.719393  -16.45377   -23.197098
  -18.037592  -27.268356  -10.842061  -22.776962  -13.900235  -12.596621
  -12.970166   -7.3236184 -20.857992  -14.195742   42.980473  -22.345346
  -10.342755  -16.042501   -8.424064   -5.2103004  -9.717745  -19.890156
  -12.74392    -6.987313   -3.4668021 -15.130614   -7.3673644  51.284153
  -14.867175  -22.725412   -5.6716304 -22.395952  -11.590006  -21.22881
  -22.927864  -23.764803  -14.488833   -6.4985404 -23.523302   33.939583
  -24.796816  -18.775314  -23.974253  -13.261287  -17.512636  -14.195004
  -23.008379   -8.871189  -10.479213  -21.85751    -4.686464  -21.628973
  -14.75208   -13.24172    -4.392467   -0.5785329 -16.368887  -25.786543
   -5.3222117 -26.11875   -14.811505  -21.321024 ]]",[[1.]]
377,"[[-10.991009  -19.40261    -3.4383583 -24.08309   -16.660315  -23.50483
  -18.3834    -27.723122  -11.026131  -23.084124  -14.267473  -12.669759
  -13.229533   -7.3422356 -21.149475  -14.555586   43.935062  -22.682705
  -10.378723  -16.274336   -8.449838   -5.2429347  -9.966361  -20.147642
  -12.85117    -7.0079627  -3.4504023 -15.508243   -7.3589334  52.39736
  -15.251447  -23.021519   -5.545194  -22.679178  -11.88468   -21.639496
  -23.263786  -24.396965  -14.591808   -6.548441  -23.847404   34.61156
  -25.17094   -18.996307  -24.339859  -13.376073  -17.73668   -14.459342
  -23.322285   -8.899565  -10.634078  -22.162975   -4.5744224 -21.960789
  -14.894944  -13.335054   -4.354505   -0.5696969 -16.673395  -26.217659
   -5.292667  -26.51912   -14.972384  -21.600655 ]]",[[1.]]
378,"[[ -9.551775  -16.465845   -2.9657524 -20.84724   -14.387241  -20.355726
  -15.894573  -24.03271    -9.302879  -20.013453  -12.071516  -10.978308
  -11.25544    -6.3762703 -18.333868  -12.368656   37.791725  -19.640747
   -9.069487  -14.131687   -7.3586273  -4.6108623  -8.684506  -17.450266
  -11.173436   -6.1090407  -2.9987547 -13.155832   -6.3686905  45.059742
  -12.957816  -19.965832   -5.0092373 -19.639801  -10.074359  -18.718117
  -20.160286  -20.62455   -12.662621   -5.6232486 -20.633205   29.844416
  -21.794779  -16.553125  -21.072716  -11.580236  -15.468448  -12.578819
  -20.246807   -7.7259007  -9.206004  -19.216915   -4.1961737 -19.059462
  -12.929521  -11.592351   -3.9311898  -0.5059011 -14.483887  -22.619476
   -4.7442975 -22.936293  -12.989599  -18.731318 ]]",[[1.]]
379,"[[-11.065428  -19.386698   -3.456174  -24.195372  -16.739098  -23.617662
  -18.441942  -27.894163  -11.005992  -23.195702  -14.244792  -12.74753
  -13.231378   -7.3979754 -21.260952  -14.549968   44.032547  -22.795866
  -10.452235  -16.354555   -8.509758   -5.2862215 -10.020256  -20.257963
  -12.932141   -7.0468774  -3.4765756 -15.4983635  -7.409881   52.51724
  -15.243072  -23.142878   -5.628649  -22.798946  -11.873139  -21.717783
  -23.376692  -24.376518  -14.680264   -6.5761766 -23.967375   34.71014
  -25.298841  -19.127022  -24.456005  -13.454246  -17.859594  -14.526066
  -23.445854   -8.955862  -10.684655  -22.279446   -4.655799  -22.082293
  -14.986707  -13.422684   -4.418394   -0.5740844 -16.759113  -26.327528
   -5.356944  -26.639027  -15.051426  -21.710552 ]]",[[1.]]
380,"[[ -32.473614     55.91646     -22.684662   -121.182045    -66.7056
  -115.0805      -76.70542    -101.13455      35.240932   -110.80796
    52.21175     -17.69863      62.62856       0.18623364 -112.856064
    45.116158     48.792915   -123.87571     -11.965883    -44.071728
     8.1613455   -11.181306    -87.8325      -95.08166     -60.275677
    65.185265    -28.816162     55.56983       5.1465406    66.01223
     7.448232   -107.96895      45.58196    -106.98191      49.790657
   -72.94556    -121.11874      44.153034    -74.56455     -17.169327
  -114.58795     -42.232132   -117.0464     -116.46584    -117.8454
   -43.71904     -91.250046   -106.855644   -110.36892      -0.8083601
   -59.01164    -109.78554      15.111061     -7.020098    -65.13577
   -15.8729105    -9.210018     -1.5697833   -97.42084    -127.25637
   -17.992174   -119.06814     -46.61544    -114.488945  ]]",[[3.826682e-13]]
381,"[[-20.675058    24.605373   -13.214592   -72.12859    -40.664932
  -68.73414    -46.449005   -62.54271     15.796521   -66.21956
   24.074614   -13.234811    30.030344    -2.0631173  -66.836105
   20.110004    38.62542    -73.19871     -9.431714   -28.326307
    1.866454    -7.419746   -50.076813   -56.977757   -36.1419
   33.094322   -16.427866    25.479893     0.56028056  50.340458
   -0.32725143 -64.69386     22.938568   -64.02903     23.466042
  -45.452194   -71.832085    16.741474   -44.28641    -11.121494
  -68.50915    -13.087739   -70.218155   -68.02338    -70.41925
  -27.407007   -54.230988   -61.720745   -66.099625    -3.1336527
  -34.814632   -65.468346     6.8003297   -9.976269   -39.36719
  -12.35274     -6.1409597   -1.0475274  -57.231857   -76.18997
  -11.184796   -71.67219    -29.269943   -67.81591   ]]",[[0.01711805]]
382,"[[-20.649017    19.573063   -12.693684   -70.39723    -40.095722
  -67.13592    -45.814327   -62.094616    12.843287   -64.71032
   19.949564   -14.055542    25.735413    -2.885611   -64.993
   16.217985    42.671444   -71.20884    -10.1312895  -28.573471
    0.554123    -7.457772   -47.848606   -55.74179    -35.284958
   29.71126    -15.616872    21.025194    -0.44013035  54.851738
   -2.8290784  -63.285217    20.758572   -62.652805    19.800962
  -45.362034   -69.99173     11.340139   -43.010372   -11.21501
  -66.986595    -6.839704   -68.828354   -65.62951    -68.86938
  -27.295967   -52.756138   -59.391613   -64.6312      -4.1494174
  -33.84814    -63.924248     5.9552846  -12.420306   -38.57644
  -13.297272    -6.1393957   -1.041361   -55.55266    -74.6364
  -10.956707   -70.38525    -29.192673   -65.94042   ]]",[[0.9265124]]
383,"[[-19.520708    25.213491   -12.596043   -68.51231    -38.473755
  -65.297874   -43.88865    -59.180706    16.10555    -62.91208
   24.29234    -12.217425    29.947918    -1.6900332  -63.60849
   20.496735    34.67863    -69.61058     -8.704087   -26.611734
    2.1991997   -7.023914   -47.980732   -54.095055   -34.34462
   32.343655   -15.754749    25.759731     0.8490284   45.509296
    0.77049536 -61.432274    22.140892   -60.78965     23.531431
  -42.797527   -68.27963     18.050356   -42.194656   -10.417249
  -65.05717    -14.632666   -66.60024    -64.97043    -66.84538
  -25.867008   -51.704433   -58.967037   -62.808372    -2.6201012
  -33.101337   -62.20457      6.458692    -8.609941   -37.37937
  -11.382102    -5.90961     -1.0269367  -54.506714   -72.24833
  -10.723345   -67.93698    -27.617552   -64.53803   ]]",[[0.00125035]]
384,"[[-18.654062    25.06352    -12.067517   -65.61089    -36.77392
  -62.543526   -41.905426   -56.635506    15.979848   -60.27002
   23.96286    -11.572432    29.388855    -1.5135348  -60.993374
   20.317207    32.212666   -66.69269     -8.263596   -25.362717
    2.2832794   -6.737443   -46.143295   -51.79328    -32.893085
   31.367802   -15.143011    25.43316      0.92955834  42.44355
    1.3001786  -58.841534    21.258862   -58.199116    23.1253
  -40.81987    -65.41783     18.390312   -40.484703    -9.887381
  -62.3064     -15.019242   -63.725838   -62.396618   -63.995975
  -24.712593   -49.65505    -56.661015   -60.172504    -2.3746266
  -31.701437   -59.587692     6.081516    -7.9006486  -35.804115
  -10.78241     -5.740289    -1.0104436  -52.287056   -69.13351
  -10.364896   -64.9963     -26.382147   -61.874016  ]]",[[0.00038638]]
385,"[[-20.739756    19.438534   -12.727577   -70.63421    -40.2509
  -67.36592    -45.988426   -62.360058    12.768123   -64.928795
   19.853014   -14.154499    25.659483    -2.935265   -65.200096
   16.118523    43.042545   -71.43878    -10.2073345  -28.712402
    0.50337607  -7.4933476  -47.967422   -55.93652    -35.40294
   29.692556   -15.649118    20.920406    -0.48515743  55.2982
   -2.9532452  -63.501873    20.754654   -62.871674    19.726995
  -45.55931    -70.22276     11.144051   -43.145237   -11.269449
  -67.219536    -6.592375   -69.075745   -65.81526    -69.108925
  -27.412275   -52.930214   -59.55233    -64.85508     -4.209097
  -33.956547   -64.14082      5.944061   -12.5895405  -38.71239
  -13.400537    -6.1650996   -1.0452942  -55.725742   -74.90271
  -10.993607   -70.642204   -29.32015    -66.15016   ]]",[[0.94464254]]
386,"[[-20.579348    24.297152   -13.139537   -71.75396    -40.46631
  -68.37779    -46.22651    -62.237232    15.607375   -65.87944
   23.81153    -13.201344    29.734612    -2.0821443  -66.47691
   19.867086    38.616577   -72.81153     -9.408378   -28.20782
    1.806025    -7.3756576  -49.76891    -56.684566   -35.95361
   32.831463   -16.325655    25.192682     0.5198676   50.3037
   -0.43061754 -64.3608      22.775587   -63.702       23.226366
  -45.2519     -71.45733     16.45287    -44.044525   -11.077879
  -68.15752    -12.805707   -69.86272    -67.63578    -70.05783
  -27.28268    -53.92668    -61.373196   -65.755745    -3.1610546
  -34.629177   -65.12637      6.7566347  -10.002209   -39.1696
  -12.325494    -6.1020126   -1.0431006  -56.925472   -75.81019
  -11.116969   -71.31381    -29.1363     -67.45135   ]]",[[0.02268797]]
387,"[[ -33.046165     57.080093    -23.089394   -123.38548     -67.905594
  -117.17202     -78.08765    -102.97936      35.98635    -112.82442
    53.2663      -17.982557     63.883995      0.22510457 -114.91356
    46.04815      49.553574   -126.13454     -12.157051    -44.85261
     8.3601055   -11.384102    -89.47766     -96.80654     -61.36293
    66.44498     -29.341896     56.699528      5.2826686    67.06745
     7.666308   -109.92418      46.43477    -108.929375     50.791737
   -74.24165    -123.32502      45.118847    -75.92434     -17.45993
  -116.671104    -43.137062   -119.17305    -118.61354    -119.99315
   -44.492653    -92.93554    -108.83092    -112.377594     -0.7693092
   -60.08261    -111.78368      15.378713     -7.1091666   -66.309746
   -16.138378     -9.389299     -1.5989016   -99.215485   -129.55511
   -18.327148   -121.23043     -47.45015    -116.57472   ]]",[[1.8246636e-13]]
388,"[[-10.616511  -18.026619   -3.313429  -23.001572  -15.942445  -22.508812
  -17.441908  -26.510828  -10.319255  -22.093578  -13.2468605 -12.227006
  -12.367079   -7.1101766 -20.251127  -13.531407   41.374413  -21.669167
  -10.082333  -15.563733   -8.165957   -5.1091027  -9.475318  -19.307667
  -12.386848   -6.7599835  -3.3678372 -14.413536   -7.1563644  49.37032
  -14.198591  -22.041553   -5.633884  -21.727818  -11.046674  -20.536732
  -22.23251   -22.64592   -14.098101   -6.2915945 -22.81427    32.696964
  -24.04225   -18.285122  -23.25399   -12.870537  -17.09495   -13.783164
  -22.349669   -8.584642  -10.174078  -21.226223   -4.7101536 -21.000366
  -14.317131  -12.874118   -4.3555474  -0.5722507 -15.88911   -24.96206
   -5.259208  -25.308264  -14.37582   -20.707895 ]]",[[1.]]
389,"[[ -9.396914  -15.961103   -2.91739   -20.427023  -14.113912  -19.968418
  -15.536033  -23.551535   -9.051908  -19.629583  -11.697684  -10.804637
  -10.935865   -6.2796183 -17.983786  -11.98833    36.820847  -19.24454
   -8.94467   -13.8539     -7.2418947  -4.5539694  -8.488777  -17.120298
  -10.988783   -6.011247   -2.9653347 -12.751482   -6.2893867  43.911827
  -12.57045   -19.58423    -5.030247  -19.270481   -9.769125  -18.296171
  -19.758005  -19.986752  -12.469156   -5.5262384 -20.22969    29.11308
  -21.35318   -16.259691  -20.646688  -11.384871  -15.209554  -12.321545
  -19.8638     -7.6038985  -9.028465  -18.847923   -4.2284646 -18.682224
  -12.697606  -11.403151   -3.9172425  -0.5035949 -14.175335  -22.13997
   -4.7214046 -22.46836   -12.753617  -18.385927 ]]",[[1.]]
390,"[[-10.581613   -18.602053    -3.3047516  -23.175562   -16.020588
  -22.617594   -17.684809   -26.686962   -10.547842   -22.22222
  -13.661798   -12.194995   -12.688575    -7.0709496  -20.357534
  -13.957225    42.23431    -21.826736   -10.005357   -15.675924
   -8.144268    -5.0606174   -9.605888   -19.389524   -12.377063
   -6.757062    -3.3221052  -14.863662    -7.078975    50.367245
  -14.619544   -22.166174    -5.3917084  -21.826128   -11.389935
  -20.82272    -22.392565   -23.364061   -14.04477     -6.2890244
  -22.944872    33.29532    -24.223804   -18.3078     -23.420895
  -12.8717575  -17.095036   -13.93387    -22.455545    -8.5735855
  -10.226374   -21.334091    -4.462061   -21.147125   -14.343469
  -12.841741    -4.233306    -0.55148023 -16.061766   -25.210543
   -5.134609   -25.515419   -14.415718   -20.79142   ]]",[[1.]]
391,"[[-10.934218  -18.988081   -3.4172742 -23.757538  -16.479548  -23.23327
  -18.069225  -27.323267  -10.870905  -22.808762  -13.944266  -12.6092
  -13.015667   -7.3347926 -20.889318  -14.247331   43.09321   -22.380901
  -10.351432  -16.074026   -8.439278   -5.2145476  -9.737962  -19.91898
  -12.760583   -7.003405   -3.4672358 -15.18646    -7.3768463  51.416454
  -14.916615  -22.759365   -5.6732297 -22.425985  -11.63055   -21.26973
  -22.963076  -23.846884  -14.499346   -6.504093  -23.556799   34.031216
  -24.838552  -18.8018    -24.011944  -13.277981  -17.535364  -14.218847
  -23.043604   -8.884635  -10.496605  -21.89078    -4.6840444 -21.669205
  -14.772094  -13.257306   -4.3903937  -0.577895  -16.399963  -25.830353
   -5.321054  -26.163237  -14.830892  -21.350855 ]]",[[1.]]
392,"[[-10.672461   -18.79974     -3.3285992  -23.360605   -16.141924
  -22.79028    -17.842075   -26.929552   -10.617986   -22.396233
  -13.806733   -12.283328   -12.824505    -7.1411495  -20.519861
  -14.115405    42.654064   -22.01236    -10.077895   -15.807242
   -8.222022    -5.096817    -9.690995   -19.544514   -12.471985
   -6.814199    -3.3435998  -15.029749    -7.1234765   50.8662
  -14.768557   -22.346075    -5.416699   -22.001432   -11.507725
  -21.0081     -22.58432    -23.591446   -14.1357975   -6.3288026
  -23.134043    33.638706   -24.43338    -18.469322   -23.615505
  -12.967892   -17.22376    -14.045387   -22.636654    -8.646508
  -10.307673   -21.504454    -4.482826   -21.34032    -14.468536
  -12.952226    -4.2715645   -0.55861557 -16.207397   -25.414679
   -5.1661     -25.72993    -14.524735   -20.940418  ]]",[[1.]]
393,"[[ -8.830216  -14.959858   -2.7584505 -19.005331  -13.188838  -18.636225
  -14.383156  -21.956186   -8.57511   -18.292315  -10.928628  -10.167555
  -10.326131   -5.959705  -16.76409   -11.24028    34.272873  -17.913765
   -8.386817  -12.9332905  -6.875633   -4.2254767  -7.7938957 -15.9900675
  -10.287656   -5.6998463  -2.8193831 -11.980783   -6.0011363  40.91079
  -11.748827  -18.27278    -4.8093257 -17.975716   -9.138449  -16.974392
  -18.397888  -18.713339  -11.697698   -5.205837  -18.877079   27.14966
  -19.900606  -15.176622  -19.23231   -10.675198  -14.1370325 -11.408547
  -18.51932    -7.2200603  -8.411791  -17.568007   -4.016473  -17.364416
  -11.909147  -10.704391   -3.6540802  -0.4903238 -13.14585   -20.630894
   -4.3921337 -20.929543  -11.915248  -17.14773  ]]",[[1.]]
394,"[[-11.268134  -19.627533   -3.522805  -24.513533  -17.004606  -23.965187
  -18.6571    -28.1895    -11.238973  -23.525326  -14.432654  -12.994996
  -13.437431   -7.548926  -21.548334  -14.727158   44.496983  -23.09643
  -10.655744  -16.566776   -8.682049   -5.3679476 -10.050415  -20.545372
  -13.148707   -7.198452   -3.5681548 -15.699542   -7.5936832  53.089508
  -15.425857  -23.470007   -5.791562  -23.134491  -12.027022  -21.955362
  -23.689463  -24.673187  -14.947607   -6.712123  -24.307268   35.114655
  -25.626665  -19.379019  -24.776844  -13.691951  -18.07634   -14.66334
  -23.764118   -9.145804  -10.833433  -22.579876   -4.774981  -22.352192
  -15.224101  -13.662028   -4.49756    -0.5933861 -16.915861  -26.668327
   -5.4551024 -26.996134  -15.287392  -22.02149  ]]",[[1.]]
395,"[[-10.026539  -16.720055   -3.1223636 -21.619532  -14.98432   -21.175991
  -16.367365  -24.892612   -9.589473  -20.79545   -12.276274  -11.541794
  -11.499075   -6.7211533 -19.053196  -12.558116   38.655075  -20.370855
   -9.554348  -14.641486   -7.717679   -4.8456197  -8.887996  -18.165522
  -11.69315    -6.386463   -3.1979604 -13.364405   -6.762017   46.128223
  -13.177934  -20.748125   -5.440996  -20.446953  -10.24359   -19.259089
  -20.91001   -20.964705  -13.308397   -5.9125004 -21.45324    30.590485
  -22.59387   -17.246845  -21.852272  -12.124834  -16.121454  -12.965242
  -21.040392   -8.110112   -9.560946  -19.967968   -4.5733633 -19.745033
  -13.504935  -12.154287   -4.196137   -0.5519851 -14.927027  -23.422283
   -5.047451  -23.771852  -13.547689  -19.495985 ]]",[[1.]]
396,"[[-11.051626   -19.50619     -3.4549644  -24.193186   -16.735899
  -23.609173   -18.465714   -27.857044   -11.062785   -23.194088
  -14.335578   -12.738488   -13.306967    -7.394786   -21.24814
  -14.637858    44.15506    -22.792822   -10.434376   -16.355135
   -8.510691    -5.2642603   -9.997959   -20.246132   -12.9167
   -7.0537763   -3.4720557  -15.591       -7.401335    52.663372
  -15.322708   -23.140036    -5.585863   -22.793842   -11.947015
  -21.741018   -23.381428   -24.505854   -14.660542    -6.5802355
  -23.966064    34.807182   -25.295376   -19.10148    -24.455805
  -13.446451   -17.814121   -14.520187   -23.430197    -8.962392
  -10.675057   -22.266808    -4.605652   -22.072989   -14.98342
  -13.414042    -4.3914948   -0.57548606 -16.75633    -26.33515
   -5.3262186  -26.646704   -15.046009   -21.691744  ]]",[[1.]]
397,"[[ -8.854707   -14.416755    -2.7849827  -19.030745   -13.189298
  -18.68914    -14.306846   -22.064829    -8.265635   -18.304163
  -10.541152   -10.15151     -9.931396    -5.944662   -16.827782
  -10.841174    33.717186   -17.960289    -8.391208   -12.897745
   -6.811056    -4.259986    -7.9175234  -16.03396    -10.330637
   -5.5407114   -2.8453722  -11.548892    -5.981722    40.264977
  -11.422439   -18.285658    -4.8345685  -18.006214    -8.8010845
  -16.889095   -18.414385   -18.131441   -11.776642    -5.1920233
  -18.90743     26.602083   -19.92219    -15.294813   -19.269646
  -10.68217    -14.289518   -11.4686775  -18.586931    -7.168046
   -8.460472   -17.628242    -4.1351643  -17.271832   -11.924558
  -10.689763    -3.7232292   -0.50700724 -13.176327   -20.637194
   -4.470822   -20.931612   -11.89885    -17.217962  ]]",[[1.]]
398,"[[ -9.903542   -17.14976     -3.081594   -21.619303   -14.936733
  -21.110104   -16.47959    -24.902655    -9.720236   -20.74965
  -12.579491   -11.3974285  -11.72044     -6.613032   -19.008171
  -12.877068    39.221455   -20.363043    -9.3922     -14.64039
   -7.628303    -4.764545    -8.974039   -18.099035   -11.581876
   -6.331156    -3.1145735  -13.703159    -6.6202006   46.773346
  -13.487559   -20.701181    -5.157612   -20.371372   -10.495562
  -19.404285   -20.898647   -21.50546    -13.137476    -5.852724
  -21.405027    30.961988   -22.599695   -17.137201   -21.848158
  -12.020685   -16.012018   -13.020859   -20.980875    -8.019824
   -9.546154   -19.92104     -4.2991242  -19.750063   -13.406068
  -12.016739    -4.0384207   -0.52092767 -14.997426   -23.477133
   -4.883526   -23.788614   -13.470053   -19.422388  ]]",[[1.]]
399,"[[ -9.585614   -16.671886    -2.9785316  -20.960032   -14.459453
  -20.45552    -15.994534   -24.127985    -9.4179735  -20.115873
  -12.215489   -11.03218    -11.386336    -6.4035897  -18.417156
  -12.51795     38.101704   -19.737598    -9.097741   -14.209021
   -7.3976064   -4.61611     -8.713199   -17.534967   -11.219266
   -6.1450605   -3.010129   -13.312436    -6.396823    45.430267
  -13.100357   -20.068008    -5.004771   -19.738747   -10.195054
  -18.827421   -20.268015   -20.86379    -12.711029    -5.6595764
  -20.74128     30.08886    -21.904163   -16.619223   -21.182487
  -11.637228   -15.514733   -12.636727   -20.339823    -7.7678437
   -9.240634   -19.305965    -4.1762624  -19.150686   -12.992325
  -11.641812    -3.924661    -0.51097584 -14.555169   -22.74826
   -4.7371044  -23.062998   -13.053328   -18.815378  ]]",[[1.]]
400,"[[-11.673064  -20.466988   -3.6549358 -25.42443   -17.646236  -24.852077
  -19.368084  -29.195503  -11.745448  -24.394167  -15.068675  -13.472071
  -14.00074    -7.8168235 -22.335543  -15.349098   46.229843  -23.952187
  -11.027128  -17.15986    -8.986538   -5.5417175 -10.394889  -21.301874
  -13.619604   -7.4474273  -3.6965346 -16.372715   -7.8709087  55.161594
  -16.080744  -24.328926   -5.924446  -23.99094   -12.542615  -22.779173
  -24.565584  -25.749666  -15.49249    -6.9778404 -25.211205   36.452583
  -26.574747  -20.056585  -25.698225  -14.197153  -18.697504  -15.186636
  -24.62612    -9.475884  -11.236918  -23.406137   -4.8643503 -23.155619
  -15.777047  -14.154273   -4.6113048  -0.6108186 -17.525742  -27.681368
   -5.6041965 -28.00577   -15.84917   -22.829119 ]]",[[1.]]
401,"[[ -9.906718  -17.226404   -3.0762908 -21.57892   -14.92003   -21.076014
  -16.45665   -24.859446   -9.754533  -20.722034  -12.613812  -11.3976
  -11.793287   -6.6400123 -18.972061  -12.939586   39.257748  -20.332903
   -9.388742  -14.639486   -7.667018   -4.7508864  -8.92138   -18.072216
  -11.574339   -6.365729   -3.1209714 -13.770187   -6.6359596  46.81965
  -13.523364  -20.679375   -5.183886  -20.347498  -10.535602  -19.374025
  -20.876781  -21.557178  -13.116213   -5.8466325 -21.375555   31.03487
  -22.573904  -17.119986  -21.80918   -12.015294  -15.957516  -12.97634
  -20.948156   -8.049337   -9.518276  -19.88493    -4.306106  -19.7343
  -13.4125395 -12.024507   -4.042373   -0.529734  -14.969325  -23.43353
   -4.8755918 -23.762236  -13.459286  -19.376797 ]]",[[1.]]
402,"[[-22.566753   28.413692  -14.649937  -79.71249   -44.781284  -75.91531
  -51.236675  -68.63751    18.1786    -73.125244   27.647072  -14.13704
   34.262043   -1.8801618 -73.88012    23.19589    41.30993   -81.00315
   -9.970322  -30.93148     2.5802088  -7.987703  -55.657692  -62.898743
  -39.870514   37.53474   -18.2647     29.261461    1.0761302  54.051064
    0.2700618 -71.40734    26.219097  -70.710754   26.854078  -49.90153
  -79.4425     19.7918    -48.911785  -12.153483  -75.66233   -16.367609
  -77.53253   -75.32905   -77.78483   -30.024784  -59.83827   -68.53724
  -72.95       -3.0032406 -38.53204   -72.3258      8.064139   -9.975757
  -43.383774  -13.117135   -6.5739546  -1.1206303 -63.379623  -84.177086
  -12.183198  -79.08681   -32.04806   -74.970505 ]]",[[0.00196392]]
