,encoding,probabilities
129,"[[-13.471312    15.476477    -8.353968   -45.81004    -25.971476
  -43.81307    -29.376041   -40.229046     9.847245   -42.225174
   15.099484    -9.022682    18.64577     -1.7493054  -42.50539
   12.625143    24.887465   -46.4471      -6.6887674  -18.373672
    0.6158768   -4.999736   -31.48627    -36.40222    -23.17932
   20.034445   -10.382242    15.96512     -0.18753827  32.41283
   -0.07830343 -41.257496    13.227246   -40.870872    14.712872
  -28.91659    -45.675446    10.693881   -28.404411    -7.1759324
  -43.672604    -7.1756487  -44.721443   -43.330235   -44.857964
  -17.734964   -34.84273    -39.03738    -42.247246    -2.4297137
  -22.095114   -41.76655      3.2203498   -7.3485284  -25.220686
   -8.564811    -4.449264    -0.73111737 -36.300457   -48.34045
   -7.603694   -45.619278   -18.959713   -43.190815  ]]",[[0.07650996]]
130,"[[-13.549114    16.69061     -8.524461   -46.54353    -26.278496
  -44.481415   -29.761791   -40.56964     10.569494   -42.87716
   16.131338    -8.882191    19.751656    -1.5461792  -43.23274
   13.570007    24.193544   -47.2424      -6.551933   -18.435507
    0.9446205   -5.00488    -32.220352   -36.939175   -23.530272
   20.980947   -10.637171    17.074253     0.07458083  31.660122
    0.45885754 -41.882572    13.890333   -41.47039     15.632974
  -29.164673   -46.431812    11.955526   -28.866898    -7.19495
  -44.32669     -8.649021   -45.366608   -44.163456   -45.529503
  -17.873617   -35.397655   -39.870354   -42.87419     -2.20233
  -22.470112   -42.41597      3.514482    -6.805081   -25.569294
   -8.37807     -4.4561896   -0.7355285  -36.958767   -49.058937
   -7.692869   -46.24413    -19.093178   -43.92435   ]]",[[0.01865182]]
131,"[[ -9.262207    3.7783313  -4.9911847 -28.395426  -16.733078  -27.306993
  -18.768885  -26.3853      2.6279101 -26.40179     4.71561    -7.4056883
    6.650039   -2.5575466 -26.115047    3.333828   21.896479  -28.424488
   -5.72338   -12.834845   -1.6501063  -3.6524396 -18.014002  -22.829922
  -14.590519    8.531212   -6.0186224   4.8534374  -1.8216858  27.518406
   -3.212441  -25.89956     5.3395805 -25.59666     5.020887  -19.290712
  -28.179447    0.3817634 -17.599752   -5.0597353 -27.2863      3.708222
  -28.087019  -26.090881  -27.99705   -11.925082  -21.512785  -22.941275
  -26.473751   -3.2987635 -13.48871   -25.974781    0.478121   -8.422172
  -16.07626    -7.28277    -3.2677662  -0.5335295 -22.006332  -30.176235
   -5.084649  -28.817087  -12.833741  -26.575735 ]]",[[0.9990772]]
132,"[[-8.5213947e+00 -1.4153938e+00 -4.0042176e+00 -2.3614908e+01
  -1.4485989e+01 -2.2849735e+01 -1.6047676e+01 -2.3271515e+01
  -5.1570427e-01 -2.2149488e+01  2.1859497e-01 -7.6980858e+00
   1.5825689e+00 -3.3893230e+00 -2.1556259e+01 -7.6303142e-01
   2.3340549e+01 -2.3317928e+01 -6.1549063e+00 -1.1934334e+01
  -3.0478055e+00 -3.6130397e+00 -1.3824886e+01 -1.9211443e+01
  -1.2347106e+01  3.8485978e+00 -4.6763453e+00  2.8207349e-02
  -2.9183955e+00  2.8777185e+01 -5.1057448e+00 -2.1831848e+01
   1.8070412e+00 -2.1557482e+01  8.4969342e-01 -1.7126921e+01
  -2.3282095e+01 -4.5649366e+00 -1.4700444e+01 -4.7221208e+00
  -2.2871986e+01  9.8110466e+00 -2.3684271e+01 -2.1129337e+01
  -2.3421087e+01 -1.0727834e+01 -1.7976124e+01 -1.7971447e+01
  -2.2311296e+01 -4.2019329e+00 -1.1059502e+01 -2.1694351e+01
  -1.1143776e+00 -1.0359938e+01 -1.3730743e+01 -7.7765551e+00
  -3.2752676e+00 -5.0647378e-01 -1.7836859e+01 -2.5169523e+01
  -4.6530290e+00 -2.4419481e+01 -1.1665610e+01 -2.1975290e+01]]",[[0.9999876]]
133,"[[ -9.342691   -10.626422    -3.5896006  -22.942451   -14.996505
  -22.327429   -16.58159    -24.616543    -5.952125   -21.688421
   -7.1632795   -9.805691    -5.9781604   -5.1795206  -20.491488
   -7.822605    32.928844   -22.166286    -7.8360014  -13.556585
   -5.5798283   -4.074873   -11.359194   -18.959044   -12.081112
   -1.5795921   -3.8587594   -7.952814    -4.971996    39.723557
  -10.217152   -21.52599     -1.4748235  -21.256155    -5.6272216
  -18.719309   -22.37643    -14.823248   -14.011551    -5.4511256
  -22.479273    21.678095   -23.577473   -19.126934   -23.04506
  -11.589282   -17.029089   -15.567259   -21.927591    -6.3728204
  -10.468858   -21.106688    -2.4104512  -15.474811   -13.736394
  -10.070887    -3.4409764   -0.53047675 -16.591452   -24.92885
   -4.5486393  -24.58966    -12.705735   -20.902393  ]]",[[1.]]
134,"[[ -8.814189   -14.420956    -2.854997   -19.447098   -13.359401
  -19.036936   -14.621059   -22.183613    -8.248764   -18.644264
  -10.438808   -10.016539    -9.727018    -5.7906423  -17.17802
  -10.813221    34.01428    -18.416502    -8.187982   -12.915482
   -6.6380973   -4.0992785   -8.231144   -16.304905   -10.453993
   -5.0444574   -2.9323885  -11.475743    -5.8031263   40.663025
  -11.587886   -18.60621     -4.1517286  -18.313585    -8.666589
  -17.137014   -18.84389    -18.287745   -11.907969    -5.202105
  -19.26193     26.24232    -20.30967    -15.582127   -19.660095
  -10.71728    -14.380484   -11.944055   -18.866518    -7.061406
   -8.666145   -17.951561    -3.607403   -16.912601   -12.079675
  -10.487472    -3.5015209   -0.48988926 -13.562397   -21.175566
   -4.2853503  -21.332623   -11.910084   -17.5539    ]]",[[1.]]
135,"[[-16.329388    16.75767    -10.136472   -55.943882   -31.792553
  -53.439598   -36.196045   -49.081654    10.775632   -51.43915
   16.85423    -11.052861    21.352127    -2.1624005  -51.697308
   13.807731    32.6141     -56.70934     -8.004389   -22.53749
    0.60472995  -5.832927   -38.10848    -44.379673   -28.138107
   23.991558   -12.474999    17.754995    -0.24261658  42.17169
   -1.5076734  -50.24969     16.682608   -49.838707    16.659065
  -35.695293   -55.75061     10.307297   -34.353294    -8.846568
  -53.276756    -6.886085   -54.723732   -52.36038    -54.827965
  -21.622171   -42.045815   -47.425808   -51.421646    -3.1045027
  -26.974413   -50.89356      4.6821694   -9.311415   -30.636036
  -10.39865     -4.922674    -0.8484694  -44.25545    -59.338432
   -8.769601   -55.868034   -23.03485    -52.491535  ]]",[[0.58198535]]
136,"[[-14.259702    17.729828    -9.035998   -49.434906   -27.85539
  -47.211895   -31.64033    -42.97123     11.266468   -45.490574
   17.171263    -9.2638645   21.09133     -1.4977206  -45.864727
   14.42546     25.695133   -50.21102     -6.7676783  -19.47154
    1.1508775   -5.180088   -34.27563    -39.183834   -24.932985
   22.509167   -11.266644    18.175772     0.24102597  33.644627
    0.4212741  -44.396255    15.148954   -44.00259     16.681656
  -30.937714   -49.33496     12.59684    -30.562263    -7.585153
  -47.043926    -9.425939   -48.177456   -46.84345    -48.365803
  -18.869528   -37.482803   -42.438934   -45.465027    -2.1838248
  -23.897266   -45.012257     4.0377574   -6.977944   -27.066833
   -8.692517    -4.5644455   -0.7701184  -39.320324   -52.164303
   -8.006243   -49.114433   -20.119154   -46.59116   ]]",[[0.01577152]]
137,"[[-10.955828     1.7936798   -5.73191    -33.15095    -19.74388
  -31.899244   -22.205454   -31.342339     1.556151   -30.76014
    3.4307601   -9.09453      5.7846828   -3.3414683  -30.300953
    1.8980339   28.436287   -33.10569     -6.9448657  -15.385223
   -2.427001    -4.228856   -20.566833   -26.688848   -16.955421
    8.780272    -6.7717986    3.4225059   -2.5008504   35.4571
   -5.3351207  -30.201147     5.878095   -29.91946      4.0991325
  -23.061203   -32.819782    -2.7612762  -20.330317    -6.096823
  -31.890028     7.3898287  -32.98546    -29.936808   -32.795513
  -14.1158905  -24.896809   -26.32278    -30.911535    -4.275906
  -15.713121   -30.306973     0.63041675 -11.059135   -18.74748
   -8.95201     -3.6309304   -0.60664207 -25.529425   -35.505447
   -5.690423   -33.910877   -15.177807   -30.817226  ]]",[[0.9999912]]
138,"[[-14.760889    10.775118    -8.715997   -48.812088   -28.122911
  -46.708      -31.969576   -43.84121      7.143194   -44.965656
   11.616334   -10.732104    15.468023    -2.7627344  -44.91837
    9.082844    32.777073   -49.287136    -7.892131   -20.55588
   -0.65635484  -5.395176   -32.37104    -38.88635    -24.638254
   18.533258   -10.573418    12.167411    -1.1967765   41.748394
   -3.4559212  -43.978527    12.975846   -43.6385      11.836864
  -32.04251    -48.545258     4.695991   -29.893064    -8.093945
  -46.61258     -0.7619839  -48.021202   -45.12549    -48.0083
  -19.41638    -36.633743   -40.559998   -45.034885    -3.7318943
  -23.420305   -44.45634      3.307061   -10.603571   -26.928663
  -10.244599    -4.529558    -0.7790731  -38.3067     -51.984074
   -7.787957   -49.139683   -20.71548    -45.61938   ]]",[[0.99697936]]
139,"[[-15.316006    14.856817    -9.399538   -52.067093   -29.662498
  -49.74758    -33.752613   -45.90021      9.603576   -47.906483
   15.091424   -10.54142     19.23804     -2.2136228  -48.08319
   12.284645    31.207092   -52.732582    -7.685813   -21.181795
    0.29979175  -5.5285153  -35.280426   -41.347095   -26.222816
   21.79113    -11.558135    15.891692    -0.46176267  40.216484
   -1.7877285  -46.81376     15.105661   -46.425568    14.972893
  -33.401722   -51.86981      8.828973   -31.986002    -8.305647
  -49.61656     -5.300385   -50.980724   -48.656      -51.063156
  -20.256598   -39.155712   -43.975777   -47.90347     -3.1118894
  -25.061918   -47.385487     4.1046686   -9.224794   -28.572092
   -9.959583    -4.6947465   -0.80070764 -41.129017   -55.231598
   -8.249154   -52.073505   -21.595036   -48.83011   ]]",[[0.7911498]]
140,"[[-14.990356    12.92161     -9.038151   -50.254066   -28.783587
  -48.059624   -32.720364   -44.70141      8.421253   -46.263805
   13.422148   -10.593469    17.394087    -2.4745798  -46.343746
   10.759942    31.700994   -50.825382    -7.7621536  -20.777166
   -0.16571537  -5.4535465  -33.728504   -39.97564    -25.350187
   20.133562   -11.039345    14.104637    -0.8157169   40.627033
   -2.5156221  -45.2322      13.976983   -44.86703     13.451279
  -32.57245    -50.02         6.9125586  -30.845352    -8.171273
  -47.938526    -3.1973283  -49.317425   -46.746536   -49.348896
  -19.76497    -37.78526    -42.119347   -46.308178    -3.4040139
  -24.159983   -45.758972     3.6656113   -9.831858   -27.650866
  -10.061364    -4.611007    -0.78648376 -39.567196   -53.403526
   -8.010505   -50.403862   -21.082819   -47.07063   ]]",[[0.9651702]]
141,"[[-16.079329    21.167246   -10.365383   -56.578186   -31.750702
  -53.975597   -36.155235   -48.858974    13.435927   -51.993572
   20.364983   -10.164756    24.950546    -1.3594075  -52.51412
   17.20704     28.428001   -57.540802    -7.323844   -21.973173
    1.7787204   -5.7534976  -39.535507   -44.762306   -28.429155
   26.5885     -12.952122    21.582043     0.68575764  37.384842
    0.9018047  -50.718887    18.133001   -50.28685     19.739649
  -35.186897   -56.494114    15.265772   -34.909054    -8.549387
  -53.786156   -12.247271   -55.072857   -53.69207    -55.324764
  -21.364122   -42.810406   -48.817272   -51.92311     -2.0943172
  -27.39614    -51.464413     5.1548653   -7.1751275  -30.83744
   -9.4770775   -4.9896903   -0.84133506 -45.103573   -59.708427
   -8.950954   -56.121563   -22.769114   -53.323154  ]]",[[0.00256466]]
142,"[[-16.059214    16.092894    -9.939093   -54.930687   -31.244747
  -52.479626   -35.57608    -48.283928    10.373053   -50.50426
   16.26333    -10.922433    20.692514    -2.1788952  -50.73832
   13.285481    32.4276     -55.67067     -7.909391   -22.187944
    0.51772237  -5.7303295  -37.35266    -43.589706   -27.620728
   23.381691   -12.214924    17.126158    -0.30167928  41.866898
   -1.6866927  -49.343285    16.302927   -48.944347    16.113909
  -35.127697   -54.72824      9.697812   -33.696648    -8.717307
  -52.319603    -6.3236547  -53.761795   -51.340714   -53.849754
  -21.265818   -41.267033   -46.51476    -50.494915    -3.1162043
  -26.481693   -49.975365     4.582208    -9.325976   -30.093058
  -10.281553    -4.826579    -0.83582073 -43.435825   -58.304153
   -8.591448   -54.89389    -22.654415   -51.515133  ]]",[[0.70200986]]
143,"[[-15.687662    15.168246    -9.627486   -53.387077   -30.414091
  -51.007458   -34.62015    -47.08459      9.82092    -49.11526
   15.414965   -10.791432    19.696081    -2.2543566  -49.288578
   12.542269    32.08299    -54.075844    -7.8505483  -21.711506
    0.3279595   -5.6471896  -36.179565   -42.39018    -26.871113
   22.356743   -11.827972    16.23486     -0.45044333  41.346085
   -1.8905067  -47.980675    15.548067   -47.595146    15.317272
  -34.26143    -53.187912     8.939421   -32.767036    -8.509352
  -50.87261     -5.37486    -52.28188    -49.86387    -52.36389
  -20.747946   -40.128555   -45.1001     -49.113518    -3.1671135
  -25.70659    -48.583973     4.258817    -9.465732   -29.282883
  -10.18591     -4.7810307   -0.82444286 -42.18818    -56.65462
   -8.422619   -53.409416   -22.112906   -50.04621   ]]",[[0.81665695]]
144,"[[-10.226967     0.505947    -5.2026906  -30.287271   -18.183296
  -29.182705   -20.394037   -28.948954     0.73156685 -28.160583
    2.2198043   -8.705241     4.2898955   -3.3774645  -27.646238
    0.8600949   27.253862   -30.162392    -6.70231    -14.375131
   -2.6561437   -4.011172   -18.478184   -24.445639   -15.555093
    7.1911993   -6.115531     2.1327534   -2.6572435   33.853256
   -5.473572   -27.678211     4.6922317  -27.404804     2.9216423
  -21.339264   -29.95179     -3.7169182  -18.612114    -5.7028284
  -29.184856     8.430178   -30.212444   -27.220682   -30.001266
  -13.104001   -22.757177   -23.776754   -28.31556     -4.2978554
  -14.319493   -27.71615      0.18374167 -10.93537    -17.230894
   -8.622428    -3.4652634   -0.574076   -23.20658    -32.45132
   -5.311597   -31.089756   -14.120476   -28.13492   ]]",[[0.99999404]]
145,"[[-15.60209     13.516923    -9.430309   -52.48949    -30.042587
  -50.17698    -34.182583   -46.635925     8.830896   -48.30379
   14.039048   -10.985393    18.228828    -2.5238113  -48.39064
   11.25915     33.086002   -53.097164    -8.023187   -21.654545
   -0.09292223  -5.64764    -35.26155    -41.728336   -26.443016
   21.14637    -11.521636    14.760621    -0.7832884   42.412125
   -2.6426566  -47.214912    14.771471   -46.84775     14.0808115
  -34.011845   -52.24946      7.207462   -32.188507    -8.509271
  -50.056385    -3.45238    -51.4991     -48.804596   -51.541473
  -20.59556    -39.420956   -44.03195    -48.339176    -3.480998
  -25.235628   -47.778645     3.9570353  -10.162817   -28.843796
  -10.416588    -4.755603    -0.8169759  -41.35056    -55.78756
   -8.305257   -52.648315   -21.958899   -49.13927   ]]",[[0.97003525]]
146,"[[ -9.52855   -16.789476   -2.97199   -20.688164  -14.348103  -20.243553
  -15.764112  -23.845736   -9.571576  -19.886805  -12.275025  -10.990693
  -11.544056   -6.4301085 -18.193188  -12.607657   37.87563   -19.488485
   -9.020577  -14.087555   -7.4460034  -4.535972   -8.45714   -17.352987
  -11.122526   -6.2208905  -3.0193398 -13.440614   -6.4642253  45.188774
  -13.132702  -19.85819    -5.0388465 -19.534397  -10.265057  -18.584145
  -20.025623  -20.98226   -12.620995   -5.6595273 -20.522444   30.005714
  -21.662107  -16.404137  -20.937391  -11.574368  -15.248952  -12.397015
  -20.090178   -7.8198853  -9.134707  -19.069305   -4.1521587 -18.932425
  -12.892631  -11.583304   -3.8376045  -0.5155499 -14.317816  -22.500162
   -4.6390142 -22.816776  -12.932265  -18.591806 ]]",[[1.]]
147,"[[-11.622917    10.068344    -6.851717   -38.113243   -21.907736
  -36.518826   -24.708128   -34.12017      6.5101185  -35.223083
   10.339875    -8.355087    13.159916    -2.1407063  -35.234432
    8.334835    23.816196   -38.473972    -6.3006935  -15.9528885
   -0.45408228  -4.3765125  -25.450619   -30.40265    -19.386263
   14.813346    -8.420373    10.853028    -0.95897424  30.554245
   -1.6051373  -34.464798     9.686504   -34.1322      10.283374
  -24.68368    -37.942837     5.851332   -23.603111    -6.24898
  -36.42983     -2.0784924  -37.38903    -35.642597   -37.407185
  -15.184117   -28.914413   -31.901295   -35.26211     -2.8607328
  -18.29849    -34.78516      2.0066779   -7.918174   -21.182875
   -8.034293    -3.9076173   -0.6400493  -29.974737   -40.334816
   -6.468399   -38.208763   -16.263138   -35.82103   ]]",[[0.8681794]]
148,"[[-12.385663    7.923895   -7.0553436 -39.730618  -23.085472  -38.068634
  -26.058115  -36.1272      5.3488593 -36.77648     8.702836   -9.274305
   11.659897   -2.7098832 -36.616352    6.7100444  27.699856  -39.95808
   -7.0136476 -17.17272    -1.1311095  -4.7438874 -26.04152   -31.723322
  -20.193558   14.07498    -8.587277    9.098307   -1.5129031  35.1436
   -3.1563966 -36.021137    9.24487   -35.63162     8.897399  -26.350431
  -39.477753    3.2508388 -24.48406    -6.7360806 -38.033493    1.2192898
  -39.102055  -36.794132  -39.043922  -16.113066  -30.007662  -32.75945
  -36.80551    -3.5689902 -18.97033   -36.226967    1.7577316  -9.73249
  -22.174992   -9.029582   -4.1162324  -0.6677703 -31.054527  -42.145905
   -6.7357316 -40.048656  -17.331015  -37.209476 ]]",[[0.99688464]]
149,"[[-11.519777    9.696739   -6.729297  -37.522255  -21.604143  -35.97137
  -24.344227  -33.743793    6.2792425 -34.701378    9.971142   -8.354946
   12.743513   -2.2041726 -34.698887    8.029629   23.717422  -37.853653
   -6.3254275 -15.805544   -0.5578431  -4.3924046 -25.01054   -29.964605
  -19.102507   14.3636675  -8.280346   10.479213   -1.0407463  30.375526
   -1.6744466 -33.963078    9.2880335 -33.615578    9.938763  -24.387575
  -37.346542    5.5506706 -23.255564   -6.1875424 -35.886017   -1.6297795
  -36.82192   -35.08344   -36.843605  -15.023532  -28.524544  -31.329811
  -34.756817   -2.925601  -17.996498  -34.260204    1.8002864  -8.07381
  -20.886332   -8.06566    -3.933031   -0.6387762 -29.478558  -39.712597
   -6.446219  -37.650295  -16.09536   -35.27752  ]]",[[0.8941443]]
150,"[[-10.175611     6.596541    -5.7419825  -32.252384   -18.758722
  -30.960064   -21.09659    -29.390423     4.3523746  -29.903742
    7.1957364   -7.7185845    9.492744    -2.3421504  -29.758848
    5.5587726   22.294739   -32.42496     -5.905763   -14.015916
   -1.0909166   -3.9405594  -21.043741   -25.83105    -16.492256
   11.198989    -7.007252     7.5140424   -1.4134148   28.289724
   -2.3772554  -29.297653     7.1536326  -28.967628     7.3246713
  -21.382723   -32.060486     2.9337208  -20.00233     -5.5101547
  -30.909435     0.99227196 -31.753616   -29.939932   -31.719374
  -13.193654   -24.476494   -26.552237   -29.96224     -3.0689323
  -15.395502   -29.471506     1.1114115   -8.051763   -18.096228
   -7.5118484   -3.5320902   -0.57705784 -25.18681    -34.19312
   -5.659476   -32.513443   -14.164648   -30.272858  ]]",[[0.9872777]]
151,"[[-10.928398     8.398825    -6.3257036  -35.4082     -20.443567
  -33.923313   -23.061647   -31.92694      5.547372   -32.77168
    8.830594    -8.004328    11.450827    -2.2026424  -32.699852
    7.009764    23.200396   -35.66537     -6.072924   -15.063312
   -0.69847065  -4.1747155  -23.459797   -28.249432   -18.010445
   13.20457     -7.7616863    9.261288    -1.1132839   29.60455
   -2.0075161  -32.08606      8.542651   -31.724144     8.849597
  -23.201338   -35.217327     4.4791656  -21.909954    -5.8915763
  -33.87146     -0.5714352  -34.766136   -33.01407    -34.758022
  -14.233426   -26.845177   -29.46312    -32.79913     -2.9293191
  -16.921871   -32.29758      1.6164819   -7.970509   -19.753054
   -7.766373    -3.716871    -0.6145042  -27.772549   -37.478355
   -6.0771685  -35.567482   -15.303351   -33.248814  ]]",[[0.954347]]
152,"[[-12.438811    13.870535    -7.6601515  -42.029976   -23.862822
  -40.208023   -26.993      -36.913906     8.807702   -38.76799
   13.617536    -8.419451    16.816       -1.7193192  -38.98388
   11.322592    23.16394    -42.587376    -6.2703815  -16.947384
    0.3943551   -4.624931   -28.742556   -33.424397   -21.316858
   18.099983    -9.522178    14.377072    -0.31293365  30.1141
   -0.23326045 -37.884563    11.918977   -37.51162     13.285381
  -26.609152   -41.902008     9.50977    -26.070913    -6.6309133
  -40.072033    -6.1275043  -41.046448   -39.707695   -41.15094
  -16.348131   -31.941257   -35.739197   -38.77913     -2.388858
  -20.25905    -38.329365     2.840093    -6.9456735  -23.198587
   -7.9847207   -4.136852    -0.68080086 -33.26558    -44.35264
   -7.035198   -41.867577   -17.467628   -39.62672   ]]",[[0.13508458]]
153,"[[-12.096842  -21.475977   -3.795603  -26.51265   -18.361929  -25.872478
  -20.229223  -30.534866  -12.225409  -25.3907    -15.821437  -13.950298
  -14.634498   -8.085169  -23.276423  -16.10839    48.43139   -24.976578
  -11.390576  -17.883617   -9.282912   -5.740038  -10.943538  -22.186546
  -14.130171   -7.684294   -3.7973325 -17.17519    -8.112724   57.769886
  -16.881193  -25.330023   -5.997858  -24.973555  -13.166354  -23.814718
  -25.602394  -27.062311  -16.057436   -7.237541  -26.27201    38.116276
  -27.716398  -20.878134  -26.79965   -14.734716  -19.47952   -15.874158
  -25.645971   -9.790394  -11.715379  -24.390608   -4.9223714 -24.159027
  -16.39292   -14.669511   -4.723054   -0.6191656 -18.32904   -28.90217
   -5.7501707 -29.206205  -16.464113  -23.764957 ]]",[[1.]]
154,"[[-1.61806870e+01  1.42240925e+01 -9.81222248e+00 -5.45198059e+01
  -3.11925869e+01 -5.21201096e+01 -3.54895592e+01 -4.83779259e+01
   9.26547241e+00 -5.01596260e+01  1.47256031e+01 -1.13442135e+01
   1.90948925e+01 -2.57642245e+00 -5.02685051e+01  1.18300142e+01
   3.41356621e+01 -5.51657028e+01 -8.26158333e+00 -2.24343395e+01
  -3.24302278e-02 -5.83885336e+00 -3.66678429e+01 -4.33332062e+01
  -2.74632378e+01  2.21092682e+01 -1.19832430e+01  1.54849548e+01
  -7.52381086e-01  4.37984619e+01 -2.65817928e+00 -4.90224838e+01
   1.54746828e+01 -4.86456947e+01  1.47568130e+01 -3.52807884e+01
  -5.42700996e+01  7.65308714e+00 -3.34321899e+01 -8.82894611e+00
  -5.19822273e+01 -3.89345026e+00 -5.34816132e+01 -5.07049179e+01
  -5.35258026e+01 -2.13589096e+01 -4.09273109e+01 -4.57625389e+01
  -5.01969757e+01 -3.56579018e+00 -2.62302628e+01 -4.96230011e+01
   4.19267130e+00 -1.03937559e+01 -2.99434299e+01 -1.07370462e+01
  -4.89382696e+00 -8.47129405e-01 -4.29564438e+01 -5.79511185e+01
  -8.59155560e+00 -5.46682281e+01 -2.27554684e+01 -5.10464058e+01]]",[[0.9667339]]
155,"[[-10.825199     3.985583    -5.870082   -33.55295    -19.759851
  -32.244034   -22.25367    -31.183147     2.8419454  -31.095518
    5.212131    -8.64164      7.623118    -2.9231598  -30.773336
    3.5853019   26.363195   -33.61871     -6.575956   -15.096617
   -1.8329247   -4.143446   -21.28564    -26.938189   -17.13377
   10.158338    -7.0253444    5.3409805   -2.0155761   33.099377
   -4.166627   -30.497417     6.748487   -30.207521     5.663818
  -22.850681   -33.27343     -0.33877176 -20.643797    -5.968799
  -32.20851      4.5954323  -33.239635   -30.623985   -33.111088
  -14.006431   -25.267267   -27.089422   -31.212013    -3.7878234
  -15.958343   -30.660305     0.99481165  -9.871529   -18.879353
   -8.4472275   -3.6053708   -0.6038229  -26.000948   -35.813187
   -5.744573   -34.11188    -15.030404   -31.298199  ]]",[[0.99988294]]
156,"[[-15.878286    15.275496    -9.746634   -54.02972    -30.788729
  -51.62198    -35.045906   -47.665123     9.894471   -49.698956
   15.540122   -10.928887    19.877972    -2.2902985  -49.876694
   12.636101    32.544167   -54.724304    -7.9453626  -21.980177
    0.31943807  -5.7108054  -36.609585   -42.90128    -27.190596
   22.601467   -11.964007    16.365976    -0.4624343   41.93049
   -1.9611611  -48.55458     15.741014   -48.168793    15.448459
  -34.691982   -53.82151      8.945064   -33.158318    -8.620526
  -51.484386    -5.3757467  -52.917976   -50.443645   -52.99813
  -21.001894   -40.600838   -45.624462   -49.70341     -3.218123
  -26.019392   -49.1671       4.3245993   -9.601797   -29.627695
  -10.316365    -4.8242807   -0.83135176 -42.684784   -57.349022
   -8.509822   -54.05929    -22.382818   -50.645866  ]]",[[0.83604234]]
157,"[[-15.587374    13.441266    -9.419131   -52.333813   -29.984415
  -50.06057    -34.075397   -46.530968     8.747595   -48.157093
   13.970562   -10.989706    18.129045    -2.5482762  -48.25403
   11.19613     32.996254   -52.94195     -8.0237465  -21.597422
   -0.13164726  -5.6223907  -35.134758   -41.62826    -26.376825
   21.041975   -11.48749     14.669477    -0.8114925   42.306564
   -2.6527357  -47.084244    14.681404   -46.723213    14.013326
  -33.907593   -52.086906     7.1110044  -32.09548     -8.512401
  -49.920967    -3.424228   -51.368618   -48.63292    -51.390083
  -20.557142   -39.30724    -43.875565   -48.212177    -3.5178008
  -25.178171   -47.657116     3.9252841  -10.143534   -28.781387
  -10.412725    -4.7328176   -0.81925666 -41.20342    -55.658234
   -8.270222   -52.498077   -21.912151   -49.00698   ]]",[[0.9712912]]
158,"[[-15.613873    19.461714    -9.954992   -54.354053   -30.610992
  -51.888706   -34.820038   -47.160988    12.360244   -49.97067
   18.862085   -10.062916    23.226871    -1.5650928  -50.416687
   15.842879    28.2436     -55.22396     -7.290512   -21.337004
    1.3763306   -5.626591   -37.74412    -43.050888   -27.367504
   24.93079    -12.39546     19.969654     0.37779036  36.98651
    0.3895438  -48.769493    16.979656   -48.352474    18.336525
  -34.01651    -54.238945    13.701802   -33.55326     -8.3342705
  -51.698914   -10.575261   -52.97094    -51.45423    -53.179176
  -20.69087    -41.12385    -46.66328    -49.935246    -2.315137
  -26.292671   -49.461864     4.713339    -7.473298   -29.698486
   -9.410867    -4.868124    -0.82068264 -43.220493   -57.40157
   -8.664898   -53.999084   -22.047333   -51.205753  ]]",[[0.01185586]]
159,"[[-1.5203188e+01  1.3740073e+01 -9.2304001e+00 -5.1262390e+01
  -2.9297386e+01 -4.9004730e+01 -3.3321796e+01 -4.5445744e+01
   8.9256792e+00 -4.7179878e+01  1.4141433e+01 -1.0634561e+01
   1.8208801e+01 -2.3826029e+00 -4.7299641e+01  1.1409205e+01
   3.1720325e+01 -5.1876389e+01 -7.7754140e+00 -2.1060068e+01
   2.0092964e-02 -5.5137134e+00 -3.4539185e+01 -4.0749649e+01
  -2.5838581e+01  2.0901508e+01 -1.1304965e+01  1.4874435e+01
  -6.7721242e-01  4.0734657e+01 -2.2575531e+00 -4.6118336e+01
   1.4509964e+01 -4.5742573e+01  1.4115937e+01 -3.3093292e+01
  -5.1042202e+01  7.6779423e+00 -3.1470217e+01 -8.2694302e+00
  -4.8881565e+01 -4.0207725e+00 -5.0265007e+01 -4.7767746e+01
  -5.0316708e+01 -2.0073812e+01 -3.8546814e+01 -4.3096149e+01
  -4.7205894e+01 -3.3047941e+00 -2.4658531e+01 -4.6666668e+01
   3.8679531e+00 -9.6612663e+00 -2.8171759e+01 -1.0080481e+01
  -4.6669259e+00 -7.9454470e-01 -4.0415188e+01 -5.4441319e+01
  -8.1457367e+00 -5.1360432e+01 -2.1406269e+01 -4.8035145e+01]]",[[0.9305304]]
160,"[[ -9.064778  -13.24947    -3.139307  -20.804888  -14.026456  -20.334692
  -15.409711  -23.214478   -7.55575   -19.815369   -9.407739  -10.032593
   -8.518132   -5.6302676 -18.444458   -9.885334   33.892788  -19.859972
   -8.117734  -13.23282    -6.31542    -4.1122622  -9.374521  -17.353756
  -11.094739   -3.878757   -3.2773077 -10.367762   -5.55656    40.630283
  -11.21754   -19.745195   -3.2317452 -19.463404   -7.7006316 -17.819052
  -20.190166  -17.300842  -12.7202635  -5.346169  -20.520273   24.837978
  -21.612242  -16.896029  -20.987474  -11.117979  -15.423815  -13.263538
  -20.07822    -6.890173   -9.357638  -19.184057   -3.2006924 -16.524328
  -12.730291  -10.415325   -3.4914777  -0.5156384 -14.694292  -22.670994
   -4.3978763 -22.63981   -12.264137  -18.838503 ]]",[[1.]]
